|DATA|ENTREVISTA|ORDEM|LOCUTOR|FALA
173|20/03/1995|Rubens Barrichello|174|Cláudio Carsughi| Você assina a superlicença  sem nenhuma reserva mental?
174|20/03/1995|Rubens Barrichello|175|Rubens Barrichello| Hoje, juntamente com a GPDA, eu tenho coisas que eu não aceito. Uma superlicença é o que nós estamos lutando para que seja modificado.
175|20/03/1995|Rubens Barrichello|176|Maurício Cardoso| Vai ter greve, não?
176|20/03/1995|Rubens Barrichello|177|Rubens Barrichello| Não, eu acho que não. Eu acho que a coisa vai ser modificada.
177|20/03/1995|Rubens Barrichello|178|Cândido Garcia| E cairia de  em cima disso?
178|20/03/1995|Rubens Barrichello|179|Rubens Barrichello| Acho que em cima disso e também assunto de segurança, em termos de pista. Mas é uma coisa que é muito... Sabe?... É aí que a coisa tem que começar. Eu acho que é daí que a GPDA tem que ter mais influência no círculo todo porque, afinal de contas, somos nós que dirigimos, somos nós que sabemos do quanto é perigoso.
179|20/03/1995|Rubens Barrichello|180|Cláudio Carsughi| Talvez caiba explicar melhor essa questão da superlicença, que muita gente pode não saber: os pilotos têm que assinar um documento em que , esse ano, praticamente estão renunciando a qualquer ação contra a Fia. Eles se entregam  pés e mãos atadas e  não vão reclamar de nada, mesmo se vierem a sofrer um acidente mortal.
180|20/03/1995|Rubens Barrichello|181|Matinas Suzuki Júnior| Jan, por favor.
181|20/03/1995|Rubens Barrichello|182|Jan Balder| Com relação à segurança, Rubinho... Os motores reduzidos de três  e meio para três litros - uma perda aí de 150 cavalos -, uma configuração aerodinâmica bem reduzida e... Os carros mostraram no último teste em Estoril que estão quase tão rápidos quanto na configuração do ano passado. Esta velocidade da tecnologia dos engenheiros não pode, no decorrer do ano, fazer com que haja mudanças de regulamento, como aconteceu no ano passado? O ano passado houve várias mudanças após, principalmente, o acidente de Ímola e este ano não poderia incorrer no mesmo erro?
182|20/03/1995|Rubens Barrichello|183|Rubens Barrichello| Eu acho que vai chegar o momento em que... As mudanças estão indo para um lado, o lado de que nós precisamos de menos aerodinâmica, o pneu diminuiu, menos potência - o que acho certo. Apesar de que, poucas pessoas sabem, mas eu tenho  quase a mesma potência que eu tinha com o Hart no ano passado, então não mudou muito. Mas eu acho que vai chegar o momento em que nós teremos que voltar tudo para trás. Nós teremos que fazer um carro quatro segundos mais rápido, mas um carro mais seguro para o piloto dirigir porque, afinal de contas, os engenheiros são muito bons nesse sentido. O Irvine é muito rápido de velocidade, então eu vou ter que fazer aquela curva  “pé em baixo” , queira ou não queira, entendeu? É uma coisa que vai acontecer. E antigamente eu faria aquela curva muito mais suave. Hoje em dia, eu entro totalmente de lado, mas eu estou “pé em baixo” do mesmo jeito. Então vai chegar um ponto - eu acho que o carro está num limite favorável - mas vai chegar um ponto que a gente vai ter que dar de volta tudo aquilo que tinha do passado e dar a chance de... Porque eu acho que, pelo menos, a coisa que eu peço, a coisa que a gente sempre falou na GPDA é voltar ao pneu grande. O pneu grande faria um maior arrasto. O arrasto, quando você roda, ele pararia muito mais fácil, é uma coisa necessária.
183|20/03/1995|Rubens Barrichello|184|Jan Balder| Os circuitos têm acompanhado a segurança dos carros? Quer dizer, está coerente?
184|20/03/1995|Rubens Barrichello|185|Rubens Barrichello| Após o inicio da GPDA todos os circuitos têm melhorado de zero para cem. O circuito de Silverstone é o circuito mais seguro no circuito da Fórmula 1 e, com certeza, é um circuito que melhorou muito em termos de segurança. Era um circuito muito rápido antigamente. As curvas rápidas - algumas delas - permaneceram, mas muito mais seguras.
185|20/03/1995|Rubens Barrichello|186|Maurício Cardoso| Rubinho, logo após o acidente do Senna, o Piquet disse aqui que a Fórmula 1 com absoluta segurança não existe. Quer dizer, que o risco faz parte da competição. Você acha que a trezentos quilômetros por hora existe alguma segurança?
186|20/03/1995|Rubens Barrichello|187|Rubens Barrichello| Eu acho que não é a segurança total, apesar de eu me sentir mais tranqüilo dentro do carro amarrado do que na estrada indo daqui para o Rio de Janeiro... É uma coisa real. Eu acho que toda pessoa sentiria isso. Não que eu esteja criticando total, mas, por exemplo... Já que eu toquei nesse assunto, eu acho que no Brasil deveria existir uma reeducação quanto ao trânsito, quanto às ultrapassagens, quanto à educação... Porque eu fui parado outro dia, na estrada, por estar na  direita e pela pessoa achar que eu passaria aquele carro pela direita. E isso era totalmente errado, porque se você não tem nada para fazer, você tem que ficar na direita. Depois, num certo momento, dá a seta para a esquerda para ultrapassar. As pessoas entram na  esquerda e ficam lá a vida inteira. E era um policial que estava na esquerda que me criticou. Então...
187|20/03/1995|Rubens Barrichello|188|Matinas Suzuki Júnior| A propósito do trânsito no Brasil, o que você acha dos rachas? Nós temos perdido um número imenso de jovens que se julgam na condição de pilotos e vão para as ruas da cidade no sábado à noite para tirar racha... O que você pensa dos rachas? Os pilotos brasileiros são bons porque existem os rachas?
188|20/03/1995|Rubens Barrichello|189|Rubens Barrichello| Acho que... também nisso eu já fui menino e continuo sendo, quanto à velocidade... Então acho que a punição deveria ser maior quanto a esses rachas, quanto ao que acontece. Eu acho que é tão bonito você, inclusive, participar de um racha dentro da pista, como acontece em São Paulo. As pessoas vão lá para tirar corrida. O único problema é que acaba a corrida e eles continuam disputando fora. Eles vão para casa disputando. Então esse é um problema. Eu não sei realmente o que teria que fazer, porque eu já fui menino. Eu não participei de racha, mas já vi pessoas falando: “Olha ali o Rubinho Barrichello! Vou passar por cima dele”. E mexe um pouco com o sangue  e você acaba indo atrás. Não foram muitas as vezes, mesmo porque se eu estou sozinho eu ainda estou respondendo pela minha pessoa. Mas acho que se tem alguém, é muito perigoso. Mas eu acho, realmente, que não é bonito. Eu vi outro dia na televisão - inclusive, um negócio louco... –  uma pessoa estava dando cavalo-de-pau, o companheiro estava batendo na roda de trás, que rodava e ele batendo para mostrar que aquilo estava no total controle, e uma brincadeira de mão sempre acaba dando errado . Meu pai sempre falou. Então é uma coisa que não deveria acontecer.
189|20/03/1995|Rubens Barrichello|190|Barbara Gancia| Rubinho, falando em vandalismo, o que você acha de ídolos como o Edmundo e como o Maradona ? Essa gente mais para rebelde, que é a antítese daquilo que você é?
190|20/03/1995|Rubens Barrichello|191|Rubens Barrichello| Eu acho que não é nem muito diferente. Eu me seguro mais. Tem vezes que eu, realmente, fico nervoso e acontece isso. E às vezes eu até espero... Porque na verdade, algumas vezes - e principalmente hoje -, como há um maior assédio da imprensa, algumas coisas saem erradas. Então eu tento, de uma certa forma, fazer com que a pessoa não entenda que só porque eu estou na Fórmula 1 - e hoje o povo espera muito mais do Rubinho - que eu posso fazer isso. Não é exatamente nada disso. É que simplesmente algumas coisas não podem ser feitas e têm que ser feitas no momento certo.
191|20/03/1995|Rubens Barrichello|192|Barbara Gancia| Você acha que é uma questão de limite?
192|20/03/1995|Rubens Barrichello|193|Rubens Barrichello| É uma questão de limite, é uma questão de explosão. Eu sou muito explosivo nos meus cinco minutos. Eu brigo com você agora, em cinco minutos eu quero fazer alguma coisa, mas seu eu segurar...
193|20/03/1995|Rubens Barrichello|194|[Sobreposição de vozes]|
194|20/03/1995|Rubens Barrichello|195|Cândido Garcia| Você nunca quebrou nenhuma câmera na Inglaterra, não? 
195|20/03/1995|Rubens Barrichello|196|Rubens Barrichello| Não. Mas eu acho que é uma coisa de explosão. É uma coisa que... O limite tem que ser um pouco mais baixo. Com certeza o Edmundo vai ser uma pessoa diferente depois que tudo que passou . Acho que a punição entra nisso também. Eu acho que vai ser muito melhor.
196|20/03/1995|Rubens Barrichello|197|Jan Balder| Rubinho, você nasceu no ano em que o Brasil conquistou o primeiro título de campeão com o Emerson . Você passou a infância e a juventude assistindo vitórias de Ayrton Senna e Nelson Piquet. Você, como piloto, você se inspirou em algum deles? Como piloto: estilo de pilotagem, estilo de acerto de carro... Você teve alguma inspiração em um ou em outro?
197|20/03/1995|Rubens Barrichello|198|Rubens Barrichello| Eu acho que tem coisas que você aprende na infância que não tem jeito, você acaba copiando. Então eu tinha certeza que a Ana Cristina, que sentava na minha frente no colégio, que ela ia fazer melhor que eu, então eu ficava copiando do dela, porque ela fazia melhor que eu, não tinha jeito, era melhor eu nem escrever, eu copiava do dela . Mas, de uma certa forma, eu acho que a originalidade é uma coisa que tem que predominar num estilo de vida. Eu acho que a pessoa tem que ser exatamente como ela é. Então eu me lembro muito bem, eu estava sentado no laranjinha, com seis anos de idade, vi o Paulão  guiando o Stock dele na curva do laranjinha, e ele guiava assim ... O carro estava saindo, ele estava controlando e ia. No próximo treino de kart, eu comecei a guiar no meio da reta e, ia pra lá e para cá, para lá e para cá ... Meu pai falou “Mas o que você está fazendo? Você está dois segundos mais lento por volta. Você está perdendo tempo!”. Então aquilo... Dali para frente eu aprendi que eu tenho que fazer o que eu sei e o que eu consigo. Às vezes você pode chegar a comparar a minha cabeça como a do Ayrton, o meu estilo de guiar... Mas não é uma coisa que eu tento fazer. Muitas coisas, quando você erra, você tem que ser honesto: sentar naquela curva e ver como a pessoa está fazendo, mas não que predomina algum estilo.
198|20/03/1995|Rubens Barrichello|199|Matinas Suzuki Júnior| Rubinho, você falou muito no seu pai aqui. Falando no cavalo-de-pau, toda a brincadeira, voltou a citar seu pai. Nós temos umas imagens - um tape - de você com seu pai. Parece que seu pai tem uma importância muito grande na sua carreira, é uma pessoa que está muito próxima de você. Vamos ver.
199|20/03/1995|Rubens Barrichello|200|[Vídeo com imagens de Rubens Barrichello e seu pai época em que corria no kart]|
200|20/03/1995|Rubens Barrichello|201|Matinas Suzuki Júnior| Como é a sua relação com o seu pai, Rubinho?
201|20/03/1995|Rubens Barrichello|202|Rubens Barrichello| Primeiro, eu nasci no mesmo dia que meu pai - 23 de maio -, tenho o mesmo nome, então eu sou uma pessoa muito parecida . Às vezes, quando eu... Hoje ele já sabe que eu fui de moto para o colégio e não contei para ele . E ele descobriu aquilo! Eu falei: “pai, mas como? Está bom, me deixa de castigo  seis meses, faz o que você quiser, mas como  você descobriu aquilo?”. Ele falou “Eu já fui criança e já fui igualzinho a você”. Então é, realmente, uma relação tão amigável, tão parecida, que nós nos damos super bem. Eu sei quando meu pai está nervoso, quando meu pai tem algum problema e eu sei quando ele está chateado ou quando ele está contente... Eu sei como fazer o meu pai contente. Então... É diferente, é uma coisa que... Meu pai é meu melhor amigo, é com quem eu conto, é com quem eu falo tudo, é com quem eu participei de tudo e com quem eu vou participar enquanto eu puder. Eu acho meu pai, não tem nem o que... Se ele estiver acordado agora, ele já está chorando, mas ele...
202|20/03/1995|Rubens Barrichello|203|[Risos]|
203|20/03/1995|Rubens Barrichello|204|Cândido Garcia| Agora no esporte, eu estava vendo lá, o Rubão estava mais para um goleiro “meia sola”  do que para piloto. Agora parece...
204|20/03/1995|Rubens Barrichello|205|Rubens Barrichello| Você não sabe o que ele jogava de goleiro! Não é porque eu sou filho dele não, mas...
205|20/03/1995|Rubens Barrichello|206|Cândido Garcia| Disseram-me que a dona Ideli é que está boa de volante, né? É verdade?
206|20/03/1995|Rubens Barrichello|207|Rubens Barrichello| É. Minha mãe participou, inclusive, da Prova do Batom  e chegou em segundo . A baixinha não é mole!
207|20/03/1995|Rubens Barrichello|208|Barbara Gancia| A minha mãe chegou em primeiro.
208|20/03/1995|Rubens Barrichello|209|Rubens Barrichello| Ah é!
209|20/03/1995|Rubens Barrichello|210|[Risos]|
210|20/03/1995|Rubens Barrichello|211|Rubens Barrichello| Olha mãe, olha lá, mãe! 
211|20/03/1995|Rubens Barrichello|212|Cândido Garcia| Então, quer dizer que na hora do vamos ver, tecnicamente, a tua mãe tem mais know-how para dar um palpite do que o Rubão?
212|20/03/1995|Rubens Barrichello|213|Rubens Barrichello| .
213|20/03/1995|Rubens Barrichello|214|Cândido Garcia| Ela já esteve lá. É isso?
214|20/03/1995|Rubens Barrichello|215|Rubens Barrichello| Olha, a minha mãe guia muito bem. Apesar de que um dia ela errou uma marcha na subida, bateu no carro de trás. E eu prometi que, quando eu fizesse 18 anos, eu nunca mais sentava do lado dela . Mas ela guia muito bem! Ela guia muito bem!
215|20/03/1995|Rubens Barrichello|216|Marcus Zamponi| Rubinho, domingo que vem a gente tem, aqui no Brasil, a estréia da Forti-Corse que é a equipe ítalo-brasileira,  está aparecendo aí debaixo do maior esforço, que está dando chance aos brasileiros de novo - vai ter o Roberto Moreno, o Pedro Diniz... Me diz uma coisa, diante desse panorama da Fórmula 1 - os custos cada vez mais altos, cada coisa cada dia mais cara - é mais uma tremenda maluquice ou é viável?
216|20/03/1995|Rubens Barrichello|217|Barbara Gancia| Como maluquice?
217|20/03/1995|Rubens Barrichello|218|[Risos]|
218|20/03/1995|Rubens Barrichello|219|Marcus Zamponi| Deixa eu explicar que é do irmão dela a equipe, antes que eu apanhe aqui.
219|20/03/1995|Rubens Barrichello|220|Rubens Barrichello| Eu acho viável. Eu acho que sim, que é viável. Eu acho que a pessoa não pode desistir. E eu acho que isso é igual, igual, igualzinho a quando o piloto brasileiro vai morar no exterior: se ele passar pelos dois primeiros meses, ele passa para o resto da vida. Se a Forti-Corse passar pelos dois primeiros anos, ela passa pelo resto da vida porque os dois primeiros anos são os momentos mais difíceis. É a falta do dinheiro, é a falta de teste, são as pessoas não acreditando, falando mal. E eu me orgulho...
220|20/03/1995|Rubens Barrichello|221|Barbara Gancia| Se daqui a cinco anos estiver igual a Jordan, já está limpo.
221|20/03/1995|Rubens Barrichello|222|Rubens Barrichello| É, eu acho. A Jordan é uma equipe que deu certo, uma equipe que batalhou muito, que foi... Que é, inclusive, mais forte que a Benetton nos tempos antigos. E eu me orgulho de poder sentar do lado do Pedro e falar: “Pedro, essa curva aqui é de quinta, aquela é de quarta”, porque eu acho que o brasileiro precisa de ajuda. Eu vejo... Eu moro junto com o Ricardo Rossetti, com o Gualter Salles, com Roberto Xavier e eu me orgulho, realmente, de estar participando com eles, de ensinar a coisa, como eu tive com o Ayrton, tive com o próprio Nelson, com coisas de contrato... Mas eu acho que o brasileiro precisa de mais ajuda ainda, precisa de um contato assim: “Olha, não faz isto porque isto está errado”. Então, com o Pedro, eu acho que na Fórmula 1 a gente vai ter uma relação super boa.
222|20/03/1995|Rubens Barrichello|223|Jan Balder| Rubinho, você tem uma união com o Gary Anderson  ótima, um relacionamento muito bom dentro da equipe. Qual o tempo do seu contrato com a Jordan?
223|20/03/1995|Rubens Barrichello|224|Rubens Barrichello| Encerra agora em 1995.
224|20/03/1995|Rubens Barrichello|225|Jan Balder| Esse ano. E essa ligação com o Gary Anderson, esse binômio, essa parceria... Você trocaria de uma maneira simples ou você procuraria se manter dentro da equipe Jordan também em função disso?
225|20/03/1995|Rubens Barrichello|226|Rubens Barrichello| Eu diria que  é mais do que um engenheiro. O Gary é mais uma pessoa... Quando eu disse “irmão”, ele falou “Eu posso ser seu pai!”. Ele até brincou com isso! Mas é uma coisa um pouco mais forte porque ele me trata, realmente, não só como piloto, mas também como filho. E é uma grande força ali porque o Gary é uma pessoa séria como todo irlandês, como todo inglês e eu senti no olho dele - na primeira vez que eu saí do box - que ele confiava em mim e eu vi um sorriso no rosto dele. Então aquilo me conquistou, realmente, como piloto e será difícil... O dia que eu tiver que deixar a Jordan será bem difícil.
226|20/03/1995|Rubens Barrichello|227|Matinas Suzuki Júnior| Rubinho, você falou das suas relações com os outros pilotos brasileiros. E sobre o Christian, o que você tem a dizer? Como é que é a sua relação com o Christian?
227|20/03/1995|Rubens Barrichello|228|Rubens Barrichello| Olha, eu vou sentir...
228|20/03/1995|Rubens Barrichello|229|Matinas Suzuki Júnior|  Vocês competiram a vida inteira.
229|20/03/1995|Rubens Barrichello|230|Rubens Barrichello| Eu vou sentir falta  na Fórmula 1. Porque eu acho que nós fomos tão assim... Não foi tão duro assim, mas as pessoas...
230|20/03/1995|Rubens Barrichello|231|Matinas Suzuki Júnior|  É um tipo de lamento semelhante ao que o Prost  teve quando perdeu o Senna? Quer dizer... “Somos competidores porém precisamos um do outro”.
231|20/03/1995|Rubens Barrichello|232|Rubens Barrichello| Não, mas com o Christian foi diferente. Foi uma coisa até um pouco mais forte, em termos... Que nós corremos por sete anos de nossas vidas no kart. E era aquela coisa de rival mesmo, de inimigo, de não olhar e “não, porque está andando mais rápido do que eu, está falando mentira, falou que não virou aquele tempo...”. Porque no começo eu dormia na casa do Christian e o Christian dormia na minha casa. Eu empinava a bicicleta, ele empinava também. E saíamos de casa junto, aquela coisa junto, quando nós tínhamos 10, 11, 12 anos. E daí foi que ficou aquela coisa ruim de rival. E na Fórmula 1 nós conseguimos conquistar aquela coisa de volta, com uma amizade muito mais amadurecida. Foi uma coisa de amigo, realmente. Poder acabar, encerrar o seu dia de trabalho e poder ir jantar e conversar outras coisas. Então foi uma coisa que eu acho que nós conquistamos e que foi uma coisa boa não só para nós, mas também para o Brasil, que precisava um pouco de alegria entre dois pilotos, uma coisa que acontecia muito... original, uma coisa muito simples. Ninguém pagou para que nós fôssemos amigos. Então eu vou sentir falta sim. Porque eu acho que era muito legal a hora em que nós sentávamos para conversar de outras coisas...
232|20/03/1995|Rubens Barrichello|233|Barbara Gancia|  Você acha que ele fez uma “burrada”?
233|20/03/1995|Rubens Barrichello|234|Rubens Barrichello| Não, eu acho que não. Acho que o Christian fez uma coisa em que o coração mandava. Eu acho se você não tem um assento bom dentro da Fórmula 1... Depois de dois, três anos, a coisa fica um pouco pesada porque não vale a pena. Você sabe que você vai largar em décimo quinto, décimo sexto...
234|20/03/1995|Rubens Barrichello|235|Barbara Gancia|  Mas ele está saindo de uma categoria que é a melhor do mundo para ir para uma que é uma categoria divertida, mas não é “nenhuma Brastemp”  , digamos assim.
235|20/03/1995|Rubens Barrichello|236|Rubens Barrichello| Mas pronto para provar que ele é um vencedor. Eu tenho certeza que o Christian vai vencer uma prova este ano. E vai provar para as equipes que ele era um vencedor e ele vai voltar para a Fórmula 1. Eu tenho certeza.
236|20/03/1995|Rubens Barrichello|237|Barbara Gancia| Deus te ouça!
237|20/03/1995|Rubens Barrichello|238|Maurício Cardoso| Rubinho, você não acha que esse ano a Fórmula Indy - com sete pilotos brasileiros - corre o risco de tomar o lugar na preferência dos brasileiros  da Fórmula 1, que está só você com... Digamos, como você disse, com poucas chances de ser campeão do mundo?
238|20/03/1995|Rubens Barrichello|239|Rubens Barrichello| Olha, eu diria que dificulta um pouco. Eu acho que a Fórmula Indy continua tendo o Michael Andretti, que eu taquei a televisão no chão, depois daquela última volta! Eu não pude acreditar, realmente! Três horas da manhã, o cara me fazer um negócio daquele?! Foi um negócio pesado . Mas de qualquer forma, eu acho que a Fórmula Indy é interessante de se ver, principalmente, porque tem sete brasileiros. Um ou dois, pelo menos, estarão sempre entre os dez primeiros no final da corrida.
239|20/03/1995|Rubens Barrichello|240|Maurício Cardoso| Quando você se aposentar, você também vai para a Fórmula Indy, não?
240|20/03/1995|Rubens Barrichello|241|Rubens Barrichello| Não sei. Eu acho que a Fórmula Indy é uma categoria que é válida principalmente porque ela dá chances a todos os pilotos. Então eu acho que o Christian não estava errado, não, quando ele decidiu pela Fórmula Indy.
241|20/03/1995|Rubens Barrichello|242|Marcus Zamponi| Você falou que o Christian pode brilhar e voltar para a Fórmula 1. Mas ele já esteve na Fórmula 1. Você acha que esse processo pode acontecer, por exemplo, com Gil de Ferran, que não chegou a ir na 1? Ele brilhar na Indy e ir para a 1... Você acha que pode ser uma escada?
242|20/03/1995|Rubens Barrichello|243|Rubens Barrichello| Pode acontecer. Como vai acontecer com o Villeneuve , como de repente possa acontecer com o Paul Tracy. Porque o que aconteceu com o Michael, na Fórmula 1, foi uma coisa diferente. Ele disputava contra o melhor piloto e a pressão caiu em cima total. Então vai ter alguém da Fórmula Indy que vai querer provar que é uma categoria competitiva. Eu acho que, com certeza, o Gil é um piloto que vai...
243|20/03/1995|Rubens Barrichello|244|Matinas Suzuki Júnior|  Mas Rubinho, a Fórmula 1 não precisa passar por algumas... Você não acha que ela precisa passar por algumas mudanças do tipo da Fórmula Indy? Esse negócio de, o cara larga na frente, tem o melhor carro e ganha a corrida... Larga na frente, vai até o final na frente, não está ficando muito chato de assistir? 
244|20/03/1995|Rubens Barrichello|245|Rubens Barrichello| Eu acho que na Fórmula 1 a gente vai ter que mudar um pouco, como foram essas mudanças de regulamento,  eu acho que foram boas, porque a igualdade vai reinar um pouco mais. Na Fórmula Indy... Nunca vai chegar ser igual à Fórmula Indy porque a Fórmula Indy, não é uma monomarca, mas existem três tipos de chassi. Então fica uma coisa muito mais parecida. Na Fórmula 1 não tem jeito.
245|20/03/1995|Rubens Barrichello|246|Cândido Garcia|" Aquela bandeira amarela  daria certo na Fórmula 1? Quer dizer, de repente o Schumacher disparou, meteu 15 segundos no segundo , aí mete uma amarela - porque o ""seu"" Badoer deu uma escorregada lá -  encosta todo mundo. Você acha que dava certo assim?"
246|20/03/1995|Rubens Barrichello|247|Rubens Barrichello| Às vezes... Não é ser honesto, até, com o piloto que batalhou muito. E as táticas ficam diferentes, porque aí de repente não vai valer a pena o cara largar com o tanque vazio para três paradas, e não vai valer a pena porque ele vai ter que parar de qualquer jeito, porque vai existir uma bandeira amarela Principalmente na rua. Mas eu acho que a bandeira amarela na Fórmula Indy funciona muito bem porque as pistas não são pistas normais, geralmente são pistas de rua ou oval, então eu acho que é importante.
247|20/03/1995|Rubens Barrichello|248|Cândido Garcia| Eu tenho uma curiosidade sobre você... Dentre as várias qualidades que foram mais do que proclamadas do Rubens Barrichello, você teve uma fama - na época da Fórmula 3 ou 3000 - de mau largador. Hoje você se considera já um bom largador? Você fez aquela pole na Bélgica e tal... Ou continua precisando de uns treininhos?
248|20/03/1995|Rubens Barrichello|249|Rubens Barrichello| Eu fui realmente um mau largador na minha carreira de Fórmula 3, mas isso foi um momento da minha vida que proporciona, hoje, uma elasticidade, uma tranqüilidade muito grande. Porque foi naqueles momentos de Fórmula 3 que eu tive a maior pressão da minha vida. Mesmo sendo um menino de 18 anos, naquele momento eu me senti tão pressionado que hoje eu me sinto uma pessoa super tranqüila. Na largada não existia nenhum problema, porque o Rubinho sentava naquele carro e achava que ele tinha que ter alguma técnica para largar. E eu só fui aprender quando eu vi uma corrida minha de Fórmula 3 e o Coulthard  largava com o “pezão” atolado no acelerador e tirava o pé da embreagem. Eu só fui aprender quando aconteceu isso, porque não tem nenhuma técnica de Fórmula 3 para largar. Existe uma técnica na Fórmula 3000 e na Fórmula 1, porque se você jogar toda a potência  vai patinar, realmente. Mas na Fórmula 3 você  não pode esquentar muito os pneus e  simplesmente tirar o pé da embreagem e estar com bastante giro . Então, desde aquela largada que o carro morreu, eu peguei um trauma... Daí me levaram para a pista de dragster ! Me levaram para ver autorama! Me levaram...  Porque não dava para largar e eu realmente fiquei com trauma daquilo que eu falava “Meu Deus do céu, não preciso nem de uma boa corrida, preciso só largar!” E era um trauma muito grande.
249|20/03/1995|Rubens Barrichello|250|Cláudio Carsughi| Falando em largada, uma coisa que me chamou atenção nos treinos do Estoril foram aquelas largadas do Herbert  com a Benetton. O piloto pega uma carro novo e faz uma série de largadas excepcionais. Lembrando o que aconteceu no passado, você acha que tem ainda alguém querendo arrumar algum truque por baixo do pano?
250|20/03/1995|Rubens Barrichello|251|Rubens Barrichello| Eu acho que o truque hoje dá para realizar, por baixo do pano, dá para... Ele está por ali. Então, eu também achei estranho no treino de Jerez, que o carro do Herbert ele rateava muito. Rateava como se fosse um traction control, um controle de tração. Então é suspeito, mas de uma certa forma eu acho que ficou bem claro que, se alguém fizer alguma coisa, que vai ser banido total.
251|20/03/1995|Rubens Barrichello|252|Celso Miranda| Rubinho, a gente passou uma fase de pilotos brasileiros indo para a Europa, uma fase pioneira, como o Emerson e até o Piquet que foram para lá com a cara e a coragem encarar uma vida na Fórmula 1. A partir do Ayrton, as coisas começaram a ser planejadas. Hoje em dia o cara, para querer chegar na Fórmula 1, querer ir para frente, ele tem que ter uma estrutura comercial logo que ele começa na sua carreira? Para pensar, calcular sua carreira até o fim?
252|20/03/1995|Rubens Barrichello|253|Matinas Suzuki Júnior| Eu vou pegar uma carona também - está em moda pegar carona, lá na Fórmula Indy  - tem aqui dois pilotos de São Paulo, o Renato Rochino, que é de Speed 1600 e também o João Osório Fonseca, que também é da categoria Speed 1600. Eles perguntam sobre isso, quer dizer... Sobre o início da carreira e sobre a questão do patrocínio hoje,  como é difícil subir. E eu lembro que o Piquet disse que antigamente você saía rico da Fórmula 1, hoje você precisa ser rico para entrar na Fórmula 1 . O que você tem a dizer sobre isso?
253|20/03/1995|Rubens Barrichello|254|Celso Miranda| Até porque você não era um cara rico quando começou.
254|20/03/1995|Rubens Barrichello|255|Rubens Barrichello| Não, eu acho que os tempos mudaram um pouco e realmente fica um pouco mais difícil de começar uma carreira sem ter dinheiro. No Brasil ainda você consegue sobreviver. E eu cito pilotos que eu, realmente, achava que eles chegariam na Fórmula 1 e não chegaram. O Carcasse, um piloto super bom que não conseguiu pelas partes financeiras; o Renato Russo, que me ensinou a andar de kart, entendeu? Uma pessoa que tem um talento brilhante, que veio andar de Fórmula Ford de novo, depois de tanto tempo, e agora deve andar de kart ou de Fórmula Ford ou de Fórmula Uno, porque não tem dinheiro. Essa pessoa eu realmente queria ver lá no exterior. E tantas outras... O próprio Sala... Tantas pessoas que tiveram chance um pouquinho e daí, por algum aspecto financeiro, andaram para trás. Eu, realmente... Eu tenho que agradecer para o resto da minha vida a Arisco. Porque se não fosse a Arisco, eu não estaria onde estou e, realmente, não chegaria à Fórmula 1 de jeito nenhum. Mas hoje em dia, você precisa sair do Brasil com uma certa segurança, então todos os contratos que eu assinei foram bem assinados para que me dessem a segurança de continuar sentando num carro bom. Porque não adianta você ir para a Europa e sentar num carro ruim porque não vai adiantar nada.
255|20/03/1995|Rubens Barrichello|256|Matinas Suzuki Júnior| A esse propósito, Rubinho, vamos rever aí as imagens dos seus patrocinadores nos bonés. Por favor.
256|20/03/1995|Rubens Barrichello|257|[Vídeo com imagens dos patrocinadores de Rubens Barrichello]|
257|20/03/1995|Rubens Barrichello|258|Rubens Barrichello| Ah, esse cabelo... Eu tenho uma saudade!
258|20/03/1995|Rubens Barrichello|259|[Risos]|
259|20/03/1995|Rubens Barrichello|260|Matinas Suzuki Júnior| Rubinho, você está com menos cabelos, mas com patrocinador novo e, provavelmente, com muito mais dinheiro. Você já ficou rico? Você vai ficar rico na Fórmula 1? É posível ainda ficar rico na Fórmula 1?
260|20/03/1995|Rubens Barrichello|261|Rubens Barrichello| É possível ficar rico na Fórmula 1. Eu, hoje em dia, tenho muito orgulho e uma amizade muito maior com o Berger porque...
261|20/03/1995|Rubens Barrichello|262|Matinas Suzuki Júnior|  Suas contas bancárias chegaram perto.
262|20/03/1995|Rubens Barrichello|263|[Risos]|
263|20/03/1995|Rubens Barrichello|264|Rubens Barrichello| Não, não. Eu estava tomando café com o Geraldo, no Japão, na última corrida no Japão, e ele  vinha andando e falou “Posso sentar?’, eu falei “‘Pode, lógico”. Ele chegou e falou “Eu não quero saber o que você vai fazer no ano que vem, não quero saber o que você quer fazer. Só que se você fizer Fórmula 1, vá pelo dinheiro.  você vale cinco milhões, peça cinco milhões, peça dez  porque o dinheiro é o que importa.” Eu achei isso uma coisa interessante para uma pessoa que, inclusive, é meu concorrente, ter falado do dinheiro. Eu acho que, realmente, na Fórmula 1, pelo  que é perigoso, pela maneira de como você é um pouco, o espetáculo, você tem que ganhar para fazer. E, olha, depois de tantos anos de carreira, esse é o primeiro ano  que eu ganho como piloto. Então... Não, o Rubinho não é rico ainda, não é um milionário, mas, digamos que hoje eu posso levar a minha família para jantar fora, para viajar... Eu acho que isso é muito mais sossegado. Brincadeiras a parte, mas hoje eu sou um piloto que ganha para correr e isso, com certeza, é uma coisa que aumenta até o próprio interesse pela corrida. Não que o dinheiro seja essencial, mas é duro você pensar que você está pagando algum dinheiro para ainda fazer o que você gosta.
264|20/03/1995|Rubens Barrichello|265|[Sobreposição de vozes]|
