DATA|ENTREVISTA|ORDEM|LOCUTOR|FALA
30/10/2006|Rogério Ceni|211|Rogério Ceni|Não, eu sei, pela experiência sua. Então, é sempre normal que você tenha dois. Eu nunca vou sozinho, eu não gosto de conversar sozinho, mas sempre tem dois ou três pela classe.
30/10/2006|Rogério Ceni|212|Luiz Gonzaga Belluzzo|Sabe o que eu queria falar, especificamente? Da coisa do sistema de previdência dos jogadores. Porque é a coisa mais dolorosa para quem gosta de futebol, como eu, é ver um grande jogador terminar a vida de uma maneira melancólica. Será que nem nisso o sindicato é capaz de pensar num sistema de previdenciário para os jogadores. Isso significa... todos os sistemas previdenciários são baseados nas solidariedades. Isso me faz pensar que os jogadores de futebol são poucos solidários uns com os outros.
30/10/2006|Rogério Ceni|213|Rogério Ceni|Eu acho que, assim... nessa profissão ou em outras profissões que você tem uma camada muito pequena de gente que chega ao sucesso, não existe uma solidariedade mesmo tão grande. Por exemplo, agora depois do acidente com o Weverson e com o Bruno [Em agosto de 2006, ambos estavam em carro envolvido em acidente. Weverson morreu e Bruno ficou tetraplégico], o doutor Juvenal veio até conversar comigo da gente fazer um fundo, descontar da parte de premiação. Eu acho mais justo [descontar] da parte salarial. Quem ganha mais consegue conceder um valor um pouco maior para que façam um fundo assistencial para cada clube. Mas, para atingir o país todo, o número de jogadores que existem em todos os clubes, mesmo assim, com isso a gente não conseguiria atingir. Teria que ter também talvez até grandes empresários.
30/10/2006|Rogério Ceni|214|Hélio Alcântara|A CBF [Confederação Brasileira de Futebol]. A CBF não tem nenhuma participação.
30/10/2006|Rogério Ceni|215|Paulo Markun|Rogério, só um segundinho, nós vamos fazer um rápido intervalo e a gente volta já, já.
30/10/2006|Rogério Ceni|216|[intervalo]|intervalo]
30/10/2006|Rogério Ceni|217|Paulo Markun|O Roda Viva entrevista esta noite, Rogério Ceni, goleiro titular do São Paulo, o goleiro do mundo que mais gols fez. Vamos agora conferir a pergunta do ex-jogador Neto, que já atuou nos quatros grandes clubes em São Paulo e, assim como Rogério, ele também ganhou fama como cobrador de faltas.
30/10/2006|Rogério Ceni|218|Neto [em pergunta gravada]|Eu sou um fã incondicional do Rogério Ceni, acho que o centro de treinamento do São Paulo deveria se chamar Centro de Treinamento Rogério Ceni. Até porque ele merece isso, porque é uma pessoa maravilhosa, meu amigo particular. Eu queria perguntar para você, eu que tive uma carreira onde tive altos e baixos, como faz para você manter essa regularidade toda sua nesses dez anos como titular da equipe do São Paulo? O que te faz acordar todos os dias e continuar sendo o Rogério Ceni que você é, tanto dentro como fora de campo? Um beijão para você, Rogério.
30/10/2006|Rogério Ceni|219|Rogério Ceni|Agradeço, né, o Neto. O Neto é fantástico. O Neto, no quesito faltas, foi um jogador com quem eu mais aprendi vendo bater faltas. Não era jogador do meu time, era jogador do time da Marília [Ruiz] aí, do Corinthians.
30/10/2006|Rogério Ceni|220|Marília Ruiz|Não, não é meu, não. Se fosse meu estava melhor.
30/10/2006|Rogério Ceni|221|Rogério Ceni|Mas é o jogador que mais se aproxima do [meu] estilo. É uma figura fantástica, é difícil um profissional ter sucesso em duas profissões em uma vida só. E o Neto conseguiu todo sucesso como atleta, como jogador e hoje como comentarista esportivo também, vem ganhando cada vez mais fãs. Então, assim, eu tenho um carinho super especial pelo Neto. Um cara fora de série. Ele não teve altos e baixos, isso é conversa fiada dele, ele sempre esteve numa posição muito elevada no futebol brasileiro
30/10/2006|Rogério Ceni|222|Wagner Vilaron|Que engordava.
30/10/2006|Rogério Ceni|223|Rogério Ceni|Que engordava nada, ele gordo era melhor que muita gente magra. E o que eu tento fazer, o que... Eu acordo todo dia, é quando eu olho para as minhas filhas, eu olho para a minha esposa e vejo que Deus me deu muita coisa boa e que a vida é uma só. E eu, quando eu chego, o momento mais feliz da minha vida é o caminho que eu faço da minha casa para o centro de treinamento, que eu entro... qual pessoa neste mundo não gostaria, em vez de trabalhar em um escritório ou num estúdio... quem é advogado sabe, fica sentado em uma mesa cheio de livros, quem é publicitário tentando desenhar, ter idéias ali, quem não gostaria de trabalhar a céu aberto, mesmo que seja embaixo de chuva?
30/10/2006|Rogério Ceni|224|Paulo Markun|Enfrentando pênalti?
30/10/2006|Rogério Ceni|225|Rogério Ceni|Não tem problema. Gente, é uma das profissões mais prazerosas. Apesar de que eu falo que o futebol em si, profissional, não é tão saudável. Não pense que futebol é esporte que você corre. Você, às vezes, ultrapassa seus limites, tanto psicologicamente, você tem que ter muita força psicológica. Você ultrapassa seus limites físicos, muitas vezes. Mas, gente, é a paixão da minha vida e no clube que eu jogo, eu não poderia jamais dizer que eu não amo o futebol.
30/10/2006|Rogério Ceni|226|Wagner Vilaron|E o que mudou nesses anos, Rogério? Estou te fazendo esta pergunta, pelo seguinte: há questão de quatro anos mais ou menos, eu não lembro exatamente o ano, mas eu estive lá no CT do São Paulo para fazer o dia do São Paulo.
30/10/2006|Rogério Ceni|227|Rogério Ceni|Faz tempo que você não vai lá.
30/10/2006|Rogério Ceni|228|Wagner Vilaron|É verdade, faz tempo que eu não apareço lá. Era seu aniversário, não sei se era um dia depois, dois dias depois, e você estava meio deprê, reclamando, acho que 30 ou 31 anos você estava fazendo: “Pô acho que eu estou pensando em parar, não sei que”.
30/10/2006|Rogério Ceni|229|Mauro Naves|Faz quatro ou cinco anos [risos]?
30/10/2006|Rogério Ceni|230|Wagner Vilaron|Eu fiquei assim porque a gente tem a mesma idade, falei: pô, mas ele tem a mesma idade do que eu.
30/10/2006|Rogério Ceni|231|Rogério Ceni|Inclusive temos mais características semelhantes.
30/10/2006|Rogério Ceni|232|Wagner Vilaron|Exatamente. E ele está reclamando, estou sentindo meio deprimido, que será que aconteceu? Até escrevi uma matéria sobre isso. Agora estou te vendo bem animado, o que aconteceu nesse meio tempo, são os títulos? Porque naquela época tinha aquela coisa que: “Rogério é um grande cobrador de falta, um grande goleiro, mas não ganha títulos”. De dois ou três anos para cá você estourou nesse quesito, isso te deu uma motivação?
30/10/2006|Rogério Ceni|233|Rogério Ceni|"Não ganha título" é [um conceito] muito subjetivo. Porque você ganha o Campeonato Paulista: “o Campeonato Paulista não é um grande título”. Se ganha o Rio - São Paulo, também não é um grande título. Nós fomos campeões da Conmebol [campeonato da Confederação Sulamericana de Futebol. Transformou-se na Copa Sulamericana], com um time reserva que revelou grandes talentos do futebol brasileiro, e não era grande título. Você ganha de novo o Paulista, não é grande título, torneios internacionais, que são torneios pequenos, lógico, mas também não valem nada. Então, só valia para mim se eu ganhasse a Libertadores, porque a história do São Paulo era ter vencido a Libertadores e Mundial. Então, a partir disso se deu, se colocou uma valorização até maior do que merecida por mim. Agora, eu hoje venho todos os dias motivado para jogar, para treinar, porque hoje o time que eu jogo demonstra confiança, demonstra sentido de coletividade, de objetividade. O São Paulo há dois anos vem jogando cada competição com chance de ser campeão. Nós chegamos a todas finais, então isso motiva, dá muito mais prazer.
30/10/2006|Rogério Ceni|234|Vladir Lemos|Falta um gol pela Seleção, Rogério, por exemplo? Um gol pela Seleção que uma coisa que o Chilavert, o paraguaio, vive falando. Quando eu vou falar com ele sobre você, ele sempre diz: “Mas eu fiz gol pela Seleção”.
30/10/2006|Rogério Ceni|235|Rogério Ceni|Como é que você pode querer comparar a representatividade do futebol paraguaio no cenário mundial com o futebol brasileiro?
30/10/2006|Rogério Ceni|236|Vladir Lemos|Não, mas para você pessoalmente, é alguma coisa que você almejou algum dia fazer um gol?
30/10/2006|Rogério Ceni|237|Rogério Ceni|Não, não, não tenho.
30/10/2006|Rogério Ceni|238|Mauro Naves|Não sei se com a Libertadores aí, antes de citar, ter sido penta campeão. Quer dizer, você se sente sem graça de ter sido penta campeão [Rogério esteve na Seleção Brasileira que disputou e venceu a Copa de 2002, mas foi o goleiro reserva] por não ter jogado?
30/10/2006|Rogério Ceni|239|Rogério Ceni|Não, não. Eu acho que a valorização é a mesma. Todos atletas te valorizam muito. Eu não pude jogar naquela Copa em 2002, mas eu acho que foi uma evolução, um salto muito grande na minha carreira,
30/10/2006|Rogério Ceni|240|Luiz Gonzaga Belluzzo|Na Seleção Brasileira, que goleiro você escalaria em 2002?
30/10/2006|Rogério Ceni|241|Rogério Ceni|Em 2002? Ah, é difícil, eu acho que os três estavam muito bem preparados.
30/10/2006|Rogério Ceni|242|Luiz Gonzaga Belluzzo|[...] que era o Marcos
30/10/2006|Rogério Ceni|243|Rogério Ceni|O Marcos fez um baita papel. Foi, para mim, junto com o Kahn [Oliver Kahn, goleiro alemão, foi premiado como o melhor goleiro da Copa de 2002. A imprensa brasileira considera que Marcos foi melhor]... é que o Marcos se destacou muito no final e o Kahn se destacou muito, levou a seleção da Alemanha nas costas até o final e falhou.
30/10/2006|Rogério Ceni|244|[...]|E quem você levaria?
30/10/2006|Rogério Ceni|245|Rogério Ceni|Eu levaria o Gomes para a Seleção Brasileira, que é um menino ótimo, de muito bom caráter. Tem muitos outros jogadores jovens aí que merecem, além do Dida.
30/10/2006|Rogério Ceni|246|Marília Ruiz|Falando em Seleção Brasileira, hoje saiu uma convocação.
30/10/2006|Rogério Ceni|247|Rogério Ceni|Hoje foi convocado Júlio César e o Elton. E o Elton também eu acho muito bom goleiro.
30/10/2006|Rogério Ceni|248|Marília Ruiz|Mais uma vez você ficou fora da convocação. Você acha que nessa seleção do Dunga [técnico da Seleção Brasileira a partir de 2006] você não tem chance por causa da idade ou você não tem chance porque ainda existe algum resquício do problema da Copa de Confederações de 1997? Você tem um bom relacionamento com o Dunga?
30/10/2006|Rogério Ceni|249|Rogério Ceni|Tenho, das poucas vezes que eu o encontrei foi sempre muito gentil, muito educado comigo. Não tenho problema nenhum, acho que ele está fazendo experiências novas, pegando jogadores jovens que talvez ele tenha certeza que esses jogadores estarão à disposição dele para uma eventual convocação.
30/10/2006|Rogério Ceni|250|Marília Ruiz|Então porque o Mineiro sim, você não?
30/10/2006|Rogério Ceni|251|Rogério Ceni|Porque eu acho que o Mineiro, aos 34 anos, ele tem condições de estar presente numa Copa do Mundo. Eu conheço o Mineiro porque eu trabalho todo dia com ele. O Mineiro vai correr até os 38, 39 [anos] do mesmo jeito que ele corre hoje. Eu acho que é mais do que merecedor de que ele esteja lá. Eu torço muito para que ele esteja. Agora, é uma opção do treinador sem problema nenhum, é uma renovação da Seleção.
30/10/2006|Rogério Ceni|252|Raul Plasmann|Sem sombra de dúvida o Dunga, Rogério, está fazendo experiências com aqueles que ele não conhece bem em termos de Seleção do Brasil. No seu caso, vamos dizer, hipoteticamente falando: “O Rogério eu sei quem é, ele esteve na Seleção, campeão do mundo, eu não preciso testar”.
30/10/2006|Rogério Ceni|253|Rogério Ceni|Eu acho que ele só vai convocar o Dida, o Marcos ou eu no momento em que ele achar: primeiro, que seja necessário, que com os goleiros mais jovens ele não tenha a confiança necessária para uma Copa do Mundo. Se estivermos bem fisicamente daqui a três, quatro anos, se estivermos jogando bem daqui a três ou quatro anos. Não vejo a necessidade de fazer uma experiência com goleiros com trinta e poucos anos, eu acho que ele está correto. A experiência tem que ser feita com moleques de 25, 24, 23, 26 anos.
30/10/2006|Rogério Ceni|254|Marília Ruiz|Então, por que não o Diego, do Palmeiras? Não estava jogando mais do que o Elton?
30/10/2006|Rogério Ceni|255|Rogério Ceni|Olha, o Diego é um goleiro que acabou de despontar para o futebol, né? Na minha opinião. Ele está [há] 18 jogos [por] aí, jogando pelo Palmeiras. Então, a princípio aparenta ser um ótimo goleiro, está se destacando, jogando muito bem, mas eu vejo ainda como um pouco cedo demais a convocação para a Seleção Brasileira. Se ele mantiver esse nível mais um ano, eu acredito que a possibilidade dele, se ele se mantiver como titular do Palmeiras e jogando bem, a possibilidade de ele chegar à Seleção é muito grande.
30/10/2006|Rogério Ceni|256|Hélio Alcântara|Rogério, sem pensar no Marcos, no Dida, nos seus concorrentes, vamos dizer assim. No íntimo, você sabe, quer dizer, qual é a Copa que você sabia que você tinha condições plenas de ser o camisa 1?
30/10/2006|Rogério Ceni|257|Rogério Ceni|Que eu tinha condições técnicas e físicas para jogar? As duas copas.
30/10/2006|Rogério Ceni|258|Hélio Alcântara|As duas?
30/10/2006|Rogério Ceni|259|Rogério Ceni|As duas copas, de 2002 e 2006.
30/10/2006|Rogério Ceni|260|Hélio Alcântara|Ásia e Alemanha?
30/10/2006|Rogério Ceni|261|Rogério Ceni|Eu tinha condições de entrar em campo e jogar, como o Marcos estava super bem preparado e como o Dida, mesmo não ganhando, estive muito bem nessas.
30/10/2006|Rogério Ceni|262|Hélio Alcântara|Uma delas doeu mais, ou não, lá dentro?
30/10/2006|Rogério Ceni|263|Rogério Ceni|Não, nenhuma doeu, foi muito pelo contrário. Foi um prazer muito grande poder ter feito parte de duas Copas do Mundo e ganhando uma. Quantos grandes jogadores que passaram pelo futebol brasileiro e não conseguiram estar presente numa Copa do Mundo?
30/10/2006|Rogério Ceni|264|Hélio Alcântara|Mas você sabe que não é a mesma coisa, lógico?
30/10/2006|Rogério Ceni|265|Rogério Ceni|Depende para quem vê. Eu sou campeão do mundo. Se você for procurar lá no site da CBF...
30/10/2006|Rogério Ceni|266|Mauro Naves|De todas as copas, de 1970 para cá, dois goleiros não jogaram, ficaram fora, todas elas. Em todas as Copas os dois reservas não jogaram. Então, você também não foi uma exceção ficando fora, como você não era o titular, entendeu? Mas é que uns... o Gilmar [goleiro], em 1994 se sente campeão, está sempre homenageado. Você fala muito em Libertadores e muito pouco no penta.
30/10/2006|Rogério Ceni|267|Rogério Ceni|Todas as Copas, menos 2006. Em 2006, dois goleiros brasileiros jogaram.
30/10/2006|Rogério Ceni|268|Mauro Naves|Não, sim, mas você fala muito da Libertadores, evidente que você já ama o São Paulo e tal, mas você fala muito pouco do penta campeonato, parece que não te deu aquele prazer.
30/10/2006|Rogério Ceni|269|Rogério Ceni|Eu tenho uma identificação com o São Paulo. Você não pode querer comparar com a Seleção Brasileira com o São Paulo. É a mesma coisa você comparar a casa que você mora todos os dias com o fim de ano num determinado hotel que você vai. A Seleção é muito importante, eu trato com o mesmo profissionalismo e com a mesma seriedade que eu trato meu clube, mas eu vivo muito mais no São Paulo.
30/10/2006|Rogério Ceni|270|Mauro Naves|Por falar em casa, você faz questão absoluta de manter a sua privacidade. Eu não me lembro de nenhuma matéria dentro da sua casa expondo, a sua casa, nem nada. É você que não quer ou é a sua mulher? Porque com as filhas, até você de vez em quando você pode até aparecer com elas, se não me engano já até apareceu, eu vi elas em campo.
30/10/2006|Rogério Ceni|271|Rogério Ceni|Uma única vez elas entraram em campo comigo.
30/10/2006|Rogério Ceni|272|Mauro Naves|Entraram no campo com você. Mas a sua mulher, principalmente, você evita muito ou ela evita, não sei. Quem manda na sua casa, Rogério? No time do São Paulo mais ou menos eu tenho idéia.
30/10/2006|Rogério Ceni|273|Rogério Ceni|Não existe quem manda, eu acho...
30/10/2006|Rogério Ceni|274|Mauro Naves|[interrompendo] Não naquele sentido: “Lá em casa não mando eu, manda ela, tal”. Ela que não quer se expor, ou é você que não quer mesmo expor a família?
30/10/2006|Rogério Ceni|275|Rogério Ceni|Veja bem, um problema seríssimo que a gente enfrenta de segurança no nosso país, você expor a tua família a qualquer risco é muito delicado. Então, assim, e outra coisa...
30/10/2006|Rogério Ceni|276|Mauro Naves|[interrompendo] Não é por temperamento, é por esse motivo de segurança, mesmo?
30/10/2006|Rogério Ceni|277|Rogério Ceni|Não, por esse motivo e outra coisa, o único lugar onde eu posso descansar e ter paz é dentro da minha casa. Então, no restante dos lugares, você é uma figura pública, você tem que atender as pessoas, você vai jogar as pessoas estão te vendo, vai treinar, as pessoas estão te vendo, sai na rua... então, eu preciso de ter um único espaço para poder ter a cabeça no lugar.
30/10/2006|Rogério Ceni|278|Mauro Naves|Jogadores jantam na sua casa? Você tem amigos jogadores que vão a sua casa e você vai na casa dos amigos?
30/10/2006|Rogério Ceni|279|Rogério Ceni|Já jantaram na minha casa. O roupeiro já jantou na minha casa e o presidente do clube já jantou na minha casa.
30/10/2006|Rogério Ceni|280|Mauro Naves|Mas é comum, você tem muita amizade com os jogadores?
30/10/2006|Rogério Ceni|281|Rogério Ceni|Não, não, não. Há dois anos eu não tenho jantar na minha casa. Eu tenho duas filhas e eu ajudo a cuidar das minhas filhas. Elas vão dormir às 10:30 h da noite, eu tenho que ajudar a dar mamadeira, tenho que fazer o "mamá" das crianças, eu tenho que pegar no colo. Eu que coloco todas as vezes elas no berço, quando eu estou em casa, então eu ajudo muito. Depois que você tem filhos, principalmente nessa fase, faz dois anos que eu não assisto um filme e eu sou apaixonado por cinema, faz dois anos que eu não vou ao cinema. Então, a tua vida muda depois que você tem filhos.
30/10/2006|Rogério Ceni|282|Mauro Naves|Antes você gostava, cinema, teatro, tudo?
30/10/2006|Rogério Ceni|283|Rogério Ceni|Sou apaixonado por restaurantes, se eu fui cinco vezes jantar fora nos últimos dois anos, foi muito. Então, a vida mudou pela necessidade. Graças a Deus que mudou porque eu tenho duas crianças lindas.
30/10/2006|Rogério Ceni|284|Paulo Markun|Recentemente, você protagonizou uma cena que foi muito discutida, que foi o fato de você jogar a medalha para a torcida. Eu sei que você já respondeu isso, mas eu queria que você respondesse aqui, por que é que você fez isso?
30/10/2006|Rogério Ceni|285|Rogério Ceni|Primeiro, porque nós acabamos de perder um campeonato, recebi a medalha de prata. O torcedor, mesmo o São Paulo perdendo esse jogo, que não estava em um número excepcional assim no Morumbi... mas tinha uns 20, 23 mil torcedores da Recopa, contra o Boca. Tinha uma ala de deficientes físicos, que fica embaixo, é um espaço reservado embaixo junto, provavelmente, com seus acompanhantes. Essas pessoas aplaudiam e gritavam, mesmo com o São Paulo tendo perdido, e eu joguei essa medalha em direção a essas pessoas. E não vou ser hipócrita aqui em dizer que eu não fiquei feliz com o vice-campeonato. Agora, em nenhum momento foi para denegrir a imagem do torneio, como tentaram...
30/10/2006|Rogério Ceni|286|Paulo Markun|Seria hipócrita em dizer que você ficou feliz, quer dizer, você não ficou feliz?
30/10/2006|Rogério Ceni|287|Rogério Ceni|Não, não fiquei feliz em ter sido vice-campeão. No dia que eu ficar feliz em ser vice-campeão, aí é hora de eu parar mesmo de jogar. Agora, não tem problema, fica tranqüilo o torcedor são-paulino, se a gente ganhar o Campeonato Brasileiro, eu me comprometo a jogar a de ouro para o torcedor [gesticulando], para que eu não tenha mais que responder essa pergunta.
30/10/2006|Rogério Ceni|288|Paulo Markun|Por que a Seleção Brasileira não foi hexa? Pergunta de Alexandre, de São Paulo. Não vale responder porque teve menos gol do que o outro.
30/10/2006|Rogério Ceni|289|Rogério Ceni|Olha, a Seleção, ela tentou fazer um trabalho extremamente positivo e tentar vencer. Eu acho que as equipes se prepararam melhor para jogar contra o Brasil, porque o Brasil já tinha sido campeão em 2002, o Brasil era completamente favorito [é exibido um desenho de Ceni]... que desenho é esse, meu Deus do céu?
30/10/2006|Rogério Ceni|290|Paulo Markun|Isso é você cuidando das filhas...
30/10/2006|Rogério Ceni|291|Rogério Ceni|Ah, está certo. Eu acho que as seleções se prepararam de forma melhor. A gente teve uma preparação diferente de 2002, uma coisa muito mais aberta ao público.
30/10/2006|Rogério Ceni|292|Hélio Alcântara|Diferente é pior?
30/10/2006|Rogério Ceni|293|Rogério Ceni|Olha, não julgo se é pior ou se é melhor, diferente no sentido que você treinar com cinco mil pessoas assistindo você. Se escapar uma bola, os caras te vaiam, se você fizesse uma defesa, os caras te aplaudem, parecia que era jogo.
30/10/2006|Rogério Ceni|294|Mauro Naves|O próprio Parreira admitiu isso em entrevista, que deveria ter treinado aqui no Brasil.
30/10/2006|Rogério Ceni|295|Rogério Ceni|Não precisa nem ser no Brasil, mas talvez com um pouco mais de privacidade, acho que isso tirou um pouco a concentração.
30/10/2006|Rogério Ceni|296|Luiz Gonzaga Belluzzo|Rogério, um membro da delegação, cujo nome não vou falar aqui, disse que, na verdade, os jogadores, eles eram celebridades que eventualmente jogavam futebol naquele momento. Você faria esse mesmo juízo?
30/10/2006|Rogério Ceni|297|Rogério Ceni|Não, não. Mesmo porque eu não gosto de julgar as coisas, os fatos, depois que aconteceram.
30/10/2006|Rogério Ceni|298|Luiz Gonzaga Belluzzo|Eu estou te contando como o cara me relatou.
30/10/2006|Rogério Ceni|299|Rogério Ceni|Sim, claro. Eu acho assim, que a visão que vocês tem da Copa, os jornalistas e cidadãos comuns que assistiram e puderam acompanhar, porque foi uma cobertura, não digo 100% porque não entraram no quarto, mas da concentração para fora, trajeto do ônibus...
30/10/2006|Rogério Ceni|300|Luiz Gonzaga Belluzzo|Até entraram, até entraram, fizeram matérias com o Kaká, por exemplo, ali no quarto...
30/10/2006|Rogério Ceni|301|Rogério Ceni|Mas foram matérias isoladas. Agora, cada um pode tirar a conclusão que melhor convier para a pessoa. Eu vejo como um grupo que queria vencer, que tinha seus desejos, seus anseios e que não jogou um grande futebol. [Vejo] Que é passível de um atleta não desenvolver o seu melhor dentro de uma competição, ou melhor, é possível você perder.
30/10/2006|Rogério Ceni|302|Luiz Gonzaga Belluzzo|Eu vou completar, você acha que o brasileiro recebe naturalmente uma derrota, que é uma coisa natural no futebol, ele recebe naturalmente quando isso ocorre com a Seleção Brasileira ou ele acha que nós sempre perdemos para nós mesmos? Não tem um adversário, o adversário não jogou nada.
30/10/2006|Rogério Ceni|303|Rogério Ceni|O cidadão brasileiro, ele entende muito da opinião formada pelos comentaristas de televisão, pelas pessoas que levam as imagens e opiniões para o público brasileiro. Ele vai muito por esse lado.
30/10/2006|Rogério Ceni|304|[...]|Todo brasileiro acha alguma coisa do futebol, Rogério, independentemente do comentarista.
30/10/2006|Rogério Ceni|305|Rogério Ceni|É, mas existe uma tendência muito grande a se seguir o que é comentado. Agora, nem poderia ser diferente. Eu acho que o brasileiro ele tem que reagir, não aceitar o fracasso da forma como foi.
30/10/2006|Rogério Ceni|306|Luiz Gonzaga Belluzzo|Você não acha que isso é uma falta de educação esportiva? Porque no jogo você perde, o fato de você perder e ganhar é natural.
30/10/2006|Rogério Ceni|307|Rogério Ceni|Não, não, não, é natural. O fato, assim, o que as pessoas entenderam, pelo jeito, no nosso país, foi que não pareceu que houve uma entrega total. Ao menos essa é a impressão que a gente sente voltando.
30/10/2006|Rogério Ceni|308|Vladir Lemos|É errôneo isso, essa coisa que ficou da Copa? Assim a imprensa noticiou...
30/10/2006|Rogério Ceni|309|Rogério Ceni|Eu acho que todo mundo tentou fazer o seu melhor. As coisas não se encontraram, não deram certas, mas todos tentaram fazer o melhor.
30/10/2006|Rogério Ceni|310|Paulo Markun|Você acredita em sorte?
30/10/2006|Rogério Ceni|311|Rogério Ceni|Se eu acredito em sorte? Não, eu acredito em competência. Sorte, uma pequena pitada de 1%, talvez, mas eu acredito em competência e capacidade.
30/10/2006|Rogério Ceni|312|Wagner Vilaron|O Brasil tem competência para realizar a Copa de 2014?
30/10/2006|Rogério Ceni|313|Rogério Ceni|Nunca. Nunca e depois tem... competência? Hoje não tem, pode ser que em 2014, tenha. Agora, isso é um problema terciário perto das dificuldades que este país enfrenta. Eu acho que é muito legal o povo brasileiro pode ver uma Copa no nosso país, é muito bacana. Mas com os problemas que nós temos no nosso país, querer construir estádio para Copa do Mundo.
30/10/2006|Rogério Ceni|314|Wagner Vilaron|Mas você se engajaria numa campanha pró-2014 [em 2007, o Brasil foi eleito sede da Copa do Mundo de 2014]?
30/10/2006|Rogério Ceni|315|Mauro Naves|Você é contra, Rogério?
30/10/2006|Rogério Ceni|316|Rogério Ceni|Eu não sou contra, eu acho muito legal, gente, muito bacana. Resolvamos primeiro todos os outros problemas do país, aí tudo bem, eu concordo. E outra coisa, o não aceitar do cidadão brasileiro, o futebol brasileiro, perder uma Copa do Mundo, ou jogar da maneira como jogou, como é julgado pelas pessoas, eu só gostaria que fosse o mesmo sentimento sobre o político brasileiro, sobre a parte política brasileira, que o cidadão brasileiro fosse como é na Argentina, por exemplo. Que ele também não aceitasse tudo que é imposto goela abaixo para o cidadão brasileiro.
30/10/2006|Rogério Ceni|317|Paulo Markun|[interrompendo] Com a mesma indignação.
30/10/2006|Rogério Ceni|318|Rogério Ceni|Com a mesma indignação, que você fosse para a frente da televisão para... ouvi esses dias, o jogador do Coritiba: "Vá lá na frente do Palácio do Planalto, faça o mesmo com os políticos que regem o nosso país que corrompem o nosso país".
30/10/2006|Rogério Ceni|319|Wagner Vilaron|Rogério, vão falar que você está incentivando a violência.
30/10/2006|Rogério Ceni|320|Rogério Ceni|Não, não estou incentivando a violência, estou incentivando a cobrança. Assim como é cobrado o atleta no seu clube de futebol, na sua seleção, o político também seja cobrado da mesma maneira.
30/10/2006|Rogério Ceni|321|Hélio Alcântara|Rogério, a sua opinião sobre um senhor chamado, Ricardo Teixeira [presidente da CBF desde 1989].
30/10/2006|Rogério Ceni|322|Rogério Ceni|Olha eu não tenho... eu nunca convivi com uma proximidade com ele. Poucas as vezes eu o vi, eu não posso emitir uma opinião sobre uma pessoa que eu não tenho conhecimento.
30/10/2006|Rogério Ceni|323|[...]|Como presidente da CBF também não?
30/10/2006|Rogério Ceni|324|Rogério Ceni|Olha, a parte administrativa é uma parte que não existe uma proximidade tão grande. Eu só acho assim, o que eu acho ruim é o tempo que se permanece muito prolongado no poder, em qualquer atividade, não só na Confederação Brasileira de Futebol. Mas eu não posso falar mal dele, ele nunca me fez nada para que eu falasse mal dele.
30/10/2006|Rogério Ceni|325|Vladir Lemos|Nosso futebol é bem administrado, Rogério? Você falou administrativamente, é bem administrado, na sua opinião?
30/10/2006|Rogério Ceni|326|Rogério Ceni|O futebol da CBF, o futebol de clubes?
30/10/2006|Rogério Ceni|327|Vladir Lemos|Em geral.
30/10/2006|Rogério Ceni|328|Rogério Ceni|Não, lógico que não é bem administrado. Há exceções de clubes que tem uma boa administração, mas não é de uma forma geral, senão nós não estaríamos na crise que estamos, aliás, o país não é bem administrado.
30/10/2006|Rogério Ceni|329|Paulo Markun|Última pergunta, nosso tempo está acabando, é o seguinte: o que é que você ainda espera fazer como jogador de futebol?
30/10/2006|Rogério Ceni|330|Rogério Ceni|Olha, eu espero ter o prazer de jogar futebol a cada dia que eu entro em campo. Eu espero jamais querer jogar futebol com o meu nome, ou com minha história. Eu quero jogar futebol com a minha capacidade e com o meu condicionamento físico, emocional a cada dia. A cada dia que eu entro em campo eu quero ser merecedor de estar ali dentro do campo.
30/10/2006|Rogério Ceni|331|Paulo Markun|Rogério Ceni muito obrigado pela sua entrevista, obrigado aos nossos entrevistadores, a você que está em casa e nós estaremos aqui na próxima segunda-feira as 10:40 h da noite. Uma ótima semana e até segunda.
